filename,defect_type,severity
data\synthetic\clean_0070_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0070_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0070_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0070_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0070_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0071_blur_mild.jpg,blur,mild
data\synthetic\clean_0071_blur_medium.jpg,blur,medium
data\synthetic\clean_0071_blur_severe.jpg,blur,severe
data\synthetic\clean_0071_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0071_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0071_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0071_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0071_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0071_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0071_noise_mild.jpg,noise,mild
data\synthetic\clean_0071_noise_medium.jpg,noise,medium
data\synthetic\clean_0071_noise_severe.jpg,noise,severe
data\synthetic\clean_0071_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0071_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0071_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0071_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0071_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0071_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0072_blur_mild.jpg,blur,mild
data\synthetic\clean_0072_blur_medium.jpg,blur,medium
data\synthetic\clean_0072_blur_severe.jpg,blur,severe
data\synthetic\clean_0072_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0072_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0072_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0072_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0072_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0072_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0072_noise_mild.jpg,noise,mild
data\synthetic\clean_0072_noise_medium.jpg,noise,medium
data\synthetic\clean_0072_noise_severe.jpg,noise,severe
data\synthetic\clean_0072_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0072_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0072_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0072_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0072_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0072_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0073_blur_mild.jpg,blur,mild
data\synthetic\clean_0073_blur_medium.jpg,blur,medium
data\synthetic\clean_0073_blur_severe.jpg,blur,severe
data\synthetic\clean_0073_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0073_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0073_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0073_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0073_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0073_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0073_noise_mild.jpg,noise,mild
data\synthetic\clean_0073_noise_medium.jpg,noise,medium
data\synthetic\clean_0073_noise_severe.jpg,noise,severe
data\synthetic\clean_0073_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0073_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0073_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0073_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0073_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0073_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0074_blur_mild.jpg,blur,mild
data\synthetic\clean_0074_blur_medium.jpg,blur,medium
data\synthetic\clean_0074_blur_severe.jpg,blur,severe
data\synthetic\clean_0074_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0074_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0074_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0074_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0074_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0074_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0074_noise_mild.jpg,noise,mild
data\synthetic\clean_0074_noise_medium.jpg,noise,medium
data\synthetic\clean_0074_noise_severe.jpg,noise,severe
data\synthetic\clean_0074_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0074_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0074_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0074_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0074_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0074_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0075_blur_mild.jpg,blur,mild
data\synthetic\clean_0075_blur_medium.jpg,blur,medium
data\synthetic\clean_0075_blur_severe.jpg,blur,severe
data\synthetic\clean_0075_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0075_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0075_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0075_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0075_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0075_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0075_noise_mild.jpg,noise,mild
data\synthetic\clean_0075_noise_medium.jpg,noise,medium
data\synthetic\clean_0075_noise_severe.jpg,noise,severe
data\synthetic\clean_0075_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0075_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0075_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0075_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0075_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0075_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0076_blur_mild.jpg,blur,mild
data\synthetic\clean_0076_blur_medium.jpg,blur,medium
data\synthetic\clean_0076_blur_severe.jpg,blur,severe
data\synthetic\clean_0076_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0076_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0076_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0076_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0076_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0076_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0076_noise_mild.jpg,noise,mild
data\synthetic\clean_0076_noise_medium.jpg,noise,medium
data\synthetic\clean_0076_noise_severe.jpg,noise,severe
data\synthetic\clean_0076_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0076_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0076_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0076_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0076_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0076_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0077_blur_mild.jpg,blur,mild
data\synthetic\clean_0077_blur_medium.jpg,blur,medium
data\synthetic\clean_0077_blur_severe.jpg,blur,severe
data\synthetic\clean_0077_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0077_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0077_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0077_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0077_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0077_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0077_noise_mild.jpg,noise,mild
data\synthetic\clean_0077_noise_medium.jpg,noise,medium
data\synthetic\clean_0077_noise_severe.jpg,noise,severe
data\synthetic\clean_0077_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0077_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0077_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0077_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0077_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0077_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0078_blur_mild.jpg,blur,mild
data\synthetic\clean_0078_blur_medium.jpg,blur,medium
data\synthetic\clean_0078_blur_severe.jpg,blur,severe
data\synthetic\clean_0078_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0078_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0078_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0078_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0078_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0078_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0078_noise_mild.jpg,noise,mild
data\synthetic\clean_0078_noise_medium.jpg,noise,medium
data\synthetic\clean_0078_noise_severe.jpg,noise,severe
data\synthetic\clean_0078_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0078_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0078_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0078_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0078_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0078_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0079_blur_mild.jpg,blur,mild
data\synthetic\clean_0079_blur_medium.jpg,blur,medium
data\synthetic\clean_0079_blur_severe.jpg,blur,severe
data\synthetic\clean_0079_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0079_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0079_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0079_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0079_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0079_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0079_noise_mild.jpg,noise,mild
data\synthetic\clean_0079_noise_medium.jpg,noise,medium
data\synthetic\clean_0079_noise_severe.jpg,noise,severe
data\synthetic\clean_0079_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0079_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0079_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0079_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0079_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0079_visual_defect_severe.jpg,visual_defect,severe
